v1,v2
use,"The Walt Disney Company es, en la actualidad, el grupo de comunicación líder en el mundo; seguido de Comcast, WarnerMedia y Paramount Global, anteriormente 21st Century Fox era el cuarto conglomerado hasta la compra de Disney efectuada en 2019. Otros conglomerados industriales de mayor tamaño pueden tener incluso más presencia en el sector audiovisual, pero al mantener la parte principal de su negocio en otros sectores económicos, no se les consideran grupos mediáticos principalmente, como es el caso de Sony o de General Electric y AT&T"
use,"Armand Mattelart (Bélgica, 8 de enero de 1936) es un renombrado sociólogo. Codirigió la película La Espiral (1976), y es coautor, junto a Ariel Dorfman, del clásico Para leer al Pato Donald."
non,Sigue en: Barreras de la comunicación
non,"""Comunicación"". Autor: Julia Máxima Uriarte. Para: Caracteristicas.co. Última edición: 13 de febrero de 2020. Disponible en: https://www.caracteristicas.co/comunicacion/. Consultado: 27 de enero de 2022."
use,El deporte es una actividad física generalmente sujeta a determinados reglamentos. Tiene la doble vertiente del ejercicio y de la competición.
use,"Idealmente el deporte divierte y entretiene, y constituye una forma metódica e intensa de un año es un deporte a una mejora física, competitiva y espiritual del ser humano."
use,"Algunos deportes se practican en equipo y otros individualmente. Un porcentaje de deportes usan artículos como por ejemplo pelotas, palos o raquetas, en otros se usan vehículos. La indumentaria deportiva a menudo incluye protectores tales como cascos, gorros, rodilleras, espinilleras y guantes. Vestimentas como, camisetas, pantalones, shorts, medias o calzado."
use,"El Team Lotus fue una escudería británica de la compañía Lotus Cars. Compitió en Fórmula 1 entre 1958 y 1994, siendo aun hoy uno de los equipos más laureados de la competición, con siete campeonatos de constructores y seis campeonatos de pilotos, además de ganar las 500 millas de Indianápolis en 1965 y 1978."
use,"Bajo la dirección de su fundador y diseñador jefe Colin Chapman, Lotus fue responsable del desarrollo de múltiples innovaciones en los monoplazas, tanto en aspectos técnicos como comerciales."
use,"Entre los pilotos que más se destacaron en Lotus se encuentran Jim Clark, Graham Hill, Jochen Rindt, Emerson Fittipaldi, Ronnie Peterson, Mario Andretti, Elio de Angelis y Ayrton Senna."
use,"Massimo ""Miki"" Biasion (7 de enero de 1958, Bassano del Grappa, Italia) es un piloto italiano de rally. Sus mayores logros fueron 17 victorias y 40 podios en el Campeonato Mundial de Rally, los títulos de 1988 y 1989, el título de Campeón de Europa y el Campeonato Italiano en 1983"
use,"Fue el tercer piloto en conquistar el bicampeonato mundial, luego de Juha Kankkunen y Walter Röhrl. Pilotó modelos de las marcas Opel, Lancia y Ford, y tuvo como copiloto a Tiziano Siviero durante prácticamente toda su carrera profesional."
non,"Consulte los artículos y contenidos publicados en este medio, además de los e-sumarios de las revistas científicas en el mismo momento de publicación"
non,Esté informado en todo momento gracias a las alertas y novedades
non,La Revista de Medicina e Investigación es una publicación científica de la Universidad Autónoma del Estado de México.
non,"De periodicidad semestral, acepta artículos en español y en inglés, y considera para su publicación aquellos trabajos relacionados con la investigación médica en todos sus aspectos."
non,"Se aceptan para su publicación artículos originales, artículos de revisión, cartas científicas, guías clínicas, consensos, comentarios editoriales, cartas a los Editores,"
non,Revista de Medicina e Investigación is a scientific journal of the Universidad Autónoma del Estado de México.
non,"Educación, ciencia, investigación y cultura forman parte inseparable de la tarea diaria de la Universidad Nacional Autónoma de México:"
non,"Acceda a promociones exclusivas en suscripciones, lanzamientos y cursos acreditados"
use,"La Liga ACB es la principal liga profesional de baloncesto de España. Es organizada desde 1983 por la Asociación de Clubs de Baloncesto (ACB), en sustitución de la Liga Española de la Federación Española de Baloncesto. Es la liga nacional más fuerte de Europa y la segunda a nivel mundial luego de la NBA."
use,"Combinando los resultados de ambas ligas, los tres equipos de mayor palmarés han sido el Real Madrid con 31 campeonatos y 11 subcampeonatos, Barcelona con 18 campeonatos y 18 subcampeonatos, Joventut de Badalona con cuatro campeonatos y diez subcampeonatos, y Saski Baskonia con tres campeonatos y cuatro subcampeonatos."
use,"El derechonota 1​ es un conjunto de principios y normas, generalmente inspirados en ideas de justicia y orden, que regulan las relaciones humanas en toda sociedad y cuya observancia puede ser impuesta de forma coactiva por parte de un poder público. El conjunto de principios y normas jurídicas de un Estado constituye su ordenamiento jurídico. El derecho es el objeto de estudio de la ciencia del derecho. El derecho guarda una íntima conexión con la política, la economía, la sociología y la historia, y es el centro de problemas humanos complejos como la determinación de lo que es justo."
use,"No hay una definición del derecho generalmente aceptada o consensuada. Las cuestiones más generales sobre el carácter y el contenido del derecho son estudiadas por la filosofía del derecho y la teoría del derecho. Por ello, el derecho ha sido considerado simultáneamente una ciencia y un arte."
use,"En el siglo iii d. C, el jurista romano Ulpiano acuñó la división de la ciencia del derecho en dos grandes ramas: el derecho público, que regula la actuación de los poderes públicos; y el derecho privado, que regula las relaciones entre personas físicas y jurídicas. Esta división, a grandes rasgos, persiste en la actualidad. Algunas ramas importantes del derecho público son, entre otras, el derecho constitucional, el derecho administrativo o el derecho penal; al derecho privado pertenecen el derecho civil, el mercantil o el derecho del trabajo. Algunas disciplinas como el derecho internacional también obedecen a esta clasificación, dividiéndose en derecho internacional público y privado."
use,"El derecho romano (en latín, Ius Romanum) fue el ordenamiento jurídico que rigió a los ciudadanos de la Antigua Roma. El derecho romano, por su gran complejidad, aplicabilidad práctica y calidad técnica, aún hoy, es la base del derecho continental y de los códigos civiles contemporáneos, y se estudia en las facultades de Derecho de la mayoría de países que emplean el Derecho continental."
use,"Su importancia histórica e influencia en la ciencia del Derecho, que se extiende también a los países de common law, se manifiesta en la pervivencia de numerosas instituciones jurídicas latinas en la actualidad, como la hipoteca o la teoría del contrato, y en la gran cantidad de expresiones jurídicas latinas."
use,"Su vigencia se extiende desde la fundación de Roma (según la tradición, el 21 de abril de 753 a. C.) hasta mediados del siglo VI d. C., época en la que tuvo lugar la labor compiladora del emperador Justiniano I, que desde el Renacimiento se conoció con el nombre de Corpus Iuris Civilis."
use,El Corpus destaca por su complejidad jurídica y por su profunda influencia en la ciencia del derecho y suele considerarse el texto legal más influyente de la historia de la humanidad. El derecho romano es la base de los países con civil law y extiende su influencia a importantes aspectos del common law y otros sistemas jurídicos.
use,"El derecho romano se divide, a grandes rasgos, en derecho público y en derecho privado, igual que el derecho contemporáneo. Asimismo, ramas del derecho actual, como el derecho penal, el derecho tributario o el derecho administrativo, existieron en la Antigua Roma."
use,"En la actualidad, el derecho romano es objeto de estudio de una disciplina jurídica internacional, la romanística, cuya sede son las facultades de derecho de todo el mundo. En virtud de este carácter internacional, el derecho romano se cultiva en varios idiomas, principalmente italiano («lingua franca» de la romanística), seguido por el alemán y el español. Hasta la mitad del siglo XX hubo importantes contribuciones en francés, pero en la actualidad esta situación ha variado a la baja; el inglés es un idioma de uso minoritario en el cultivo de la disciplina, aunque se acepta como idioma científico en la mayoría de las publicaciones. El español se consolidó como idioma científico en esta disciplina a partir de la segunda mitad del siglo XX, gracias a la altura científica que alcanzó la romanística española, comandada por Álvaro d'Ors y continuada por sus discípulos."
use,"Finalmente, el gobierno de Justiniano I (527-565) en el Imperio de Oriente, época en la que se realiza la Compilación justinianea, cuya publicación data del 549 d. C. La obra está compuesta por el Código, el Digesto o Pandectas, las Instituciones y las Novelas. La Compilación es la base del derecho romano y gracias a ella textos jurídicos de juristas romanos de gran técnica jurídica y valor o importancia histórica que han logrado ser conservados. Los textos del Corpus han sido trabajados por juristas desde su publicación y hasta la actualidad. Con capital en Bizancio (luego Constantinopla y actualmente Estambul), conquistó toda Italia, la costa del norte de África y el sudeste de Hispania. Tras la muerte de Justiniano, paulatinamente el Estado pierde gran parte de esos territorios y se le suele denominar con un término distinto: Imperio bizantino; pues el Imperio pasa a transformarse en un Estado propiamente medieval."
